Muscle_Group,Equipment,Exercise,Description,,,,,,,,,,,,,,muscle_group_id,muscle_group,,equipment_id,equipment,,,id,muscle_group_id,equipment_id,name,description
Lower_Back,Cables,Cable Single Leg Deadlift,A unilateral deadlift using cable resistance for different force curve.,,"('Lower_Back', 'Cables', 'Cable Single Leg Deadlift', 'A unilateral deadlift using cable resistance for different force curve.'),",,,,,,,,,,,,,,,,,,,387,9,3,Cable Single Leg Deadlift,A unilateral deadlift using cable resistance for different force curve.
Lower_Back,Cables,Cable Standing Mid Kickback,A standing hip extension using cable targeting mid glute region.,,"('Lower_Back', 'Cables', 'Cable Standing Mid Kickback', 'A standing hip extension using cable targeting mid glute region.'),",,,,,,,,,,,,,,,,,,,388,9,3,Cable Standing Mid Kickback,A standing hip extension using cable targeting mid glute region.
Lower_Back,Cables,Cable Standing Straight Leg Glute Glute Kickback,A standing straight-leg hip extension using cable resistance.,,"('Lower_Back', 'Cables', 'Cable Standing Straight Leg Glute Glute Kickback', 'A standing straight-leg hip extension using cable resistance.'),",,,,,,,,,,,,,,,,,,,389,9,3,Cable Standing Straight Leg Glute Glute Kickback,A standing straight-leg hip extension using cable resistance.
Lower_Back,Cables,Cable Standing Straight Leg Mid Kickback,A variation of standing kickback targeting mid glute region with straight leg.,,"('Lower_Back', 'Cables', 'Cable Standing Straight Leg Mid Kickback', 'A variation of standing kickback targeting mid glute region with straight leg.'),",,,,,,,,,,,,,,,,,,,390,9,3,Cable Standing Straight Leg Mid Kickback,A variation of standing kickback targeting mid glute region with straight leg.
Lower_Back,Cables,Cable Zercher Good Morning,A good morning with cable held in crook of elbows.,,"('Lower_Back', 'Cables', 'Cable Zercher Good Morning', 'A good morning with cable held in crook of elbows.'),",,,,,,,,,,,,,,,,,,,391,9,3,Cable Zercher Good Morning,A good morning with cable held in crook of elbows.
Lower_Back,Cables,Cable Zercher Squat,A squat with cable handle held in crook of elbows.,,"('Lower_Back', 'Cables', 'Cable Zercher Squat', 'A squat with cable handle held in crook of elbows.'),",,,,,,,,,,,,,,,,,,,392,9,3,Cable Zercher Squat,A squat with cable handle held in crook of elbows.
Lower_Back,Dumbbells,Dumbbell Front Rack Pause Squat,A squat with pause at bottom holding dumbbells at shoulder level.,,"('Lower_Back', 'Dumbbells', 'Dumbbell Front Rack Pause Squat', 'A squat with pause at bottom holding dumbbells at shoulder level.'),",,,,,,,,,,,,,,,,,,,393,9,4,Dumbbell Front Rack Pause Squat,A squat with pause at bottom holding dumbbells at shoulder level.
Lower_Back,Dumbbells,Dumbbell Goblet Good Morning,A hip-hinge movement holding dumbbell in goblet position at chest.,,"('Lower_Back', 'Dumbbells', 'Dumbbell Goblet Good Morning', 'A hip-hinge movement holding dumbbell in goblet position at chest.'),",,,,,,,,,,,,,,,,,,,394,9,4,Dumbbell Goblet Good Morning,A hip-hinge movement holding dumbbell in goblet position at chest.
Lower_Back,Dumbbells,Dumbbell Sumo Squat,A wide-stance squat using dumbbells for resistance.,,"('Lower_Back', 'Dumbbells', 'Dumbbell Sumo Squat', 'A wide-stance squat using dumbbells for resistance.'),",,,,,,,,,,,,,,,,,,,395,9,4,Dumbbell Sumo Squat,A wide-stance squat using dumbbells for resistance.
Lower_Back,Dumbbells,Dumbbell Superman,A prone back extension lifting arms and legs with dumbbells for added resistance.,,"('Lower_Back', 'Dumbbells', 'Dumbbell Superman', 'A prone back extension lifting arms and legs with dumbbells for added resistance.'),",,,,,,,,,,,,,,,,,,,396,9,4,Dumbbell Superman,A prone back extension lifting arms and legs with dumbbells for added resistance.
Lower_Back,Dumbbells,Dumbbell Superman Hold,An isometric hold of the superman position with dumbbells.,,"('Lower_Back', 'Dumbbells', 'Dumbbell Superman Hold', 'An isometric hold of the superman position with dumbbells.'),",,,,,,,,,,,,,,,,,,,397,9,4,Dumbbell Superman Hold,An isometric hold of the superman position with dumbbells.
Lower_Back,Dumbbells,Dumbbell Swing,A dynamic hip-hinge swinging dumbbell between legs and up to chest height.,,"('Lower_Back', 'Dumbbells', 'Dumbbell Swing', 'A dynamic hip-hinge swinging dumbbell between legs and up to chest height.'),",,,,,,,,,,,,,,,,,,,398,9,4,Dumbbell Swing,A dynamic hip-hinge swinging dumbbell between legs and up to chest height.
Lower_Back,Machine,Machine 45 Degree Back Extension,A posterior chain exercise using angled bench for back development.,,"('Lower_Back', 'Machine', 'Machine 45 Degree Back Extension', 'A posterior chain exercise using angled bench for back development.'),",,,,,,,,,,,,,,,,,,,399,9,5,Machine 45 Degree Back Extension,A posterior chain exercise using angled bench for back development.
Lower_Back,Smith Machine,Smith Machine Romanian Deadlift,A Romanian deadlift using Smith machine for fixed bar path.,,"('Lower_Back', 'Smith Machine', 'Smith Machine Romanian Deadlift', 'A Romanian deadlift using Smith machine for fixed bar path.'),",,,,,,,,,,,,,,,,,,,400,9,6,Smith Machine Romanian Deadlift,A Romanian deadlift using Smith machine for fixed bar path.
Lower_Back,Smith Machine,Smith Machine Staggered Deadlift,A staggered-stance deadlift using Smith machine for stability.,,"('Lower_Back', 'Smith Machine', 'Smith Machine Staggered Deadlift', 'A staggered-stance deadlift using Smith machine for stability.'),",,,,,,,,,,,,,,,,,,,401,9,6,Smith Machine Staggered Deadlift,A staggered-stance deadlift using Smith machine for stability.
Lower_Back,Smith Machine,Smith Machine Sumo Romanian Deadlift,A wide-stance Romanian deadlift using Smith machine for guidance.,,"('Lower_Back', 'Smith Machine', 'Smith Machine Sumo Romanian Deadlift', 'A wide-stance Romanian deadlift using Smith machine for guidance.'),",,,,,,,,,,,,,,,,,,,402,9,6,Smith Machine Sumo Romanian Deadlift,A wide-stance Romanian deadlift using Smith machine for guidance.
Quadriceps,Barbell,Barbell Front Squat Olympic,A front squat using clean grip position with elbows high and torso upright.,,"('Quadriceps', 'Barbell', 'Barbell Front Squat Olympic', 'A front squat using clean grip position with elbows high and torso upright.'),",,,,,,,,,,,,,,,,,,,403,10,1,Barbell Front Squat Olympic,A front squat using clean grip position with elbows high and torso upright.
Quadriceps,Barbell,Barbell Landmine Sissy Squat,A quad-focused squat variation using landmine for balance assistance.,,"('Quadriceps', 'Barbell', 'Barbell Landmine Sissy Squat', 'A quad-focused squat variation using landmine for balance assistance.'),",,,,,,,,,,,,,,,,,,,404,10,1,Barbell Landmine Sissy Squat,A quad-focused squat variation using landmine for balance assistance.
Quadriceps,Barbell,Barbell Front Squat Bodybuilding,A front squat variation with elbows high and close stance for quad emphasis.,,"('Quadriceps', 'Barbell', 'Barbell Front Squat Bodybuilding', 'A front squat variation with elbows high and close stance for quad emphasis.'),",,,,,,,,,,,,,,,,,,,405,10,1,Barbell Front Squat Bodybuilding,A front squat variation with elbows high and close stance for quad emphasis.
Quadriceps,Barbell,Barbell Front Squat With Straps,A front squat using lifting straps to hold bar for wrist comfort.,,"('Quadriceps', 'Barbell', 'Barbell Front Squat With Straps', 'A front squat using lifting straps to hold bar for wrist comfort.'),",,,,,,,,,,,,,,,,,,,406,10,1,Barbell Front Squat With Straps,A front squat using lifting straps to hold bar for wrist comfort.
Quadriceps,Barbell,Barbell Heels Up Back Squat,A back squat with heels elevated to shift emphasis to quads.,,"('Quadriceps', 'Barbell', 'Barbell Heels Up Back Squat', 'A back squat with heels elevated to shift emphasis to quads.'),",,,,,,,,,,,,,,,,,,,407,10,1,Barbell Heels Up Back Squat,A back squat with heels elevated to shift emphasis to quads.
Quadriceps,Barbell,Barbell Heels Up Front Squat,A front squat with heels elevated to maximize quad engagement.,,"('Quadriceps', 'Barbell', 'Barbell Heels Up Front Squat', 'A front squat with heels elevated to maximize quad engagement.'),",,,,,,,,,,,,,,,,,,,408,10,1,Barbell Heels Up Front Squat,A front squat with heels elevated to maximize quad engagement.
Quadriceps,Barbell,Barbell High Bar Squat,A squat with bar positioned high on traps for more upright torso.,,"('Quadriceps', 'Barbell', 'Barbell High Bar Squat', 'A squat with bar positioned high on traps for more upright torso.'),",,,,,,,,,,,,,,,,,,,409,10,1,Barbell High Bar Squat,A squat with bar positioned high on traps for more upright torso.
Quadriceps,Barbell,Barbell Squat,A fundamental lower body exercise lowering body by bending knees and hips.,,"('Quadriceps', 'Barbell', 'Barbell Squat', 'A fundamental lower body exercise lowering body by bending knees and hips.'),",,,,,,,,,,,,,,,,,,,410,10,1,Barbell Squat,A fundamental lower body exercise lowering body by bending knees and hips.
Quadriceps,Barbell,Barbell Tap Pause Squat,A squat with brief pause at bottom position tapping floor with glutes.,,"('Quadriceps', 'Barbell', 'Barbell Tap Pause Squat', 'A squat with brief pause at bottom position tapping floor with glutes.'),",,,,,,,,,,,,,,,,,,,411,10,1,Barbell Tap Pause Squat,A squat with brief pause at bottom position tapping floor with glutes.
Quadriceps,Barbell,Landmine Hack Squat,A squat variation with landmine positioned behind body.,,"('Quadriceps', 'Barbell', 'Landmine Hack Squat', 'A squat variation with landmine positioned behind body.'),",,,,,,,,,,,,,,,,,,,412,10,1,Landmine Hack Squat,A squat variation with landmine positioned behind body.
Quadriceps,Barbell,Landmine Squat,A squat variation holding end of landmine bar for resistance.,,"('Quadriceps', 'Barbell', 'Landmine Squat', 'A squat variation holding end of landmine bar for resistance.'),",,,,,,,,,,,,,,,,,,,413,10,1,Landmine Squat,A squat variation holding end of landmine bar for resistance.
Quadriceps,Barbell,Barbell Bulgarian Split Squat,A unilateral squat with rear foot elevated on bench targeting glutes and quads.,,"('Quadriceps', 'Barbell', 'Barbell Bulgarian Split Squat', 'A unilateral squat with rear foot elevated on bench targeting glutes and quads.'),",,,,,,,,,,,,,,,,,,,414,10,1,Barbell Bulgarian Split Squat,A unilateral squat with rear foot elevated on bench targeting glutes and quads.
Quadriceps,Barbell,Barbell Curtsy Lunge,A lunge stepping behind and across body to target gluteus medius.,,"('Quadriceps', 'Barbell', 'Barbell Curtsy Lunge', 'A lunge stepping behind and across body to target gluteus medius.'),",,,,,,,,,,,,,,,,,,,415,10,1,Barbell Curtsy Lunge,A lunge stepping behind and across body to target gluteus medius.
Quadriceps,Barbell,Barbell Forward Lunge,A bilateral lower body exercise stepping forward into lunge position.,,"('Quadriceps', 'Barbell', 'Barbell Forward Lunge', 'A bilateral lower body exercise stepping forward into lunge position.'),",,,,,,,,,,,,,,,,,,,416,10,1,Barbell Forward Lunge,A bilateral lower body exercise stepping forward into lunge position.
Quadriceps,Barbell,Barbell Front Rack Step Up,A step up holding barbell in front rack position to target glutes and quads.,,"('Quadriceps', 'Barbell', 'Barbell Front Rack Step Up', 'A step up holding barbell in front rack position to target glutes and quads.'),",,,,,,,,,,,,,,,,,,,417,10,1,Barbell Front Rack Step Up,A step up holding barbell in front rack position to target glutes and quads.
Quadriceps,Barbell,Barbell Kickstand Squat,A squat with one foot slightly behind in kickstand position for asymmetrical loading.,,"('Quadriceps', 'Barbell', 'Barbell Kickstand Squat', 'A squat with one foot slightly behind in kickstand position for asymmetrical loading.'),",,,,,,,,,,,,,,,,,,,418,10,1,Barbell Kickstand Squat,A squat with one foot slightly behind in kickstand position for asymmetrical loading.
Quadriceps,Barbell,Barbell Lateral Lunge,A lunge stepping directly to side to target adductors and gluteus medius.,,"('Quadriceps', 'Barbell', 'Barbell Lateral Lunge', 'A lunge stepping directly to side to target adductors and gluteus medius.'),",,,,,,,,,,,,,,,,,,,419,10,1,Barbell Lateral Lunge,A lunge stepping directly to side to target adductors and gluteus medius.
Quadriceps,Barbell,Barbell Reverse Lunge,A lunge stepping backward to target glutes and preserve knee health.,,"('Quadriceps', 'Barbell', 'Barbell Reverse Lunge', 'A lunge stepping backward to target glutes and preserve knee health.'),",,,,,,,,,,,,,,,,,,,420,10,1,Barbell Reverse Lunge,A lunge stepping backward to target glutes and preserve knee health.
Quadriceps,Barbell,Barbell Side Step Up,A lateral step up onto platform targeting glutes and hip abductors.,,"('Quadriceps', 'Barbell', 'Barbell Side Step Up', 'A lateral step up onto platform targeting glutes and hip abductors.'),",,,,,,,,,,,,,,,,,,,421,10,1,Barbell Side Step Up,A lateral step up onto platform targeting glutes and hip abductors.
Quadriceps,Barbell,Barbell Split Squat,A stationary lunge position with both feet in fixed positions.,,"('Quadriceps', 'Barbell', 'Barbell Split Squat', 'A stationary lunge position with both feet in fixed positions.'),",,,,,,,,,,,,,,,,,,,422,10,1,Barbell Split Squat,A stationary lunge position with both feet in fixed positions.
Quadriceps,Barbell,Barbell Step Up,A unilateral exercise stepping onto elevated surface with barbell.,,"('Quadriceps', 'Barbell', 'Barbell Step Up', 'A unilateral exercise stepping onto elevated surface with barbell.'),",,,,,,,,,,,,,,,,,,,423,10,1,Barbell Step Up,A unilateral exercise stepping onto elevated surface with barbell.
Quadriceps,Barbell,Barbell Step Up Balance,A step up with momentary balance on platform to increase stability challenge.,,"('Quadriceps', 'Barbell', 'Barbell Step Up Balance', 'A step up with momentary balance on platform to increase stability challenge.'),",,,,,,,,,,,,,,,,,,,424,10,1,Barbell Step Up Balance,A step up with momentary balance on platform to increase stability challenge.
Quadriceps,Barbell,Landmine Alternating Lunge And Twist,A lunge with rotational component using landmine for resistance.,,"('Quadriceps', 'Barbell', 'Landmine Alternating Lunge And Twist', 'A lunge with rotational component using landmine for resistance.'),",,,,,,,,,,,,,,,,,,,425,10,1,Landmine Alternating Lunge And Twist,A lunge with rotational component using landmine for resistance.
Quadriceps,Barbell,Landmine Alternating Lunge To Chest Press,A combination exercise linking lunge with pressing movement.,,"('Quadriceps', 'Barbell', 'Landmine Alternating Lunge To Chest Press', 'A combination exercise linking lunge with pressing movement.'),",,,,,,,,,,,,,,,,,,,426,10,1,Landmine Alternating Lunge To Chest Press,A combination exercise linking lunge with pressing movement.
Quadriceps,Barbell,Landmine Curtsy Lunge,A curtsy lunge using landmine for resistance and stability guidance.,,"('Quadriceps', 'Barbell', 'Landmine Curtsy Lunge', 'A curtsy lunge using landmine for resistance and stability guidance.'),",,,,,,,,,,,,,,,,,,,427,10,1,Landmine Curtsy Lunge,A curtsy lunge using landmine for resistance and stability guidance.
Quadriceps,Barbell,Landmine Goblet Curtsy Lunge,A curtsy lunge holding end of landmine bar in goblet position.,,"('Quadriceps', 'Barbell', 'Landmine Goblet Curtsy Lunge', 'A curtsy lunge holding end of landmine bar in goblet position.'),",,,,,,,,,,,,,,,,,,,428,10,1,Landmine Goblet Curtsy Lunge,A curtsy lunge holding end of landmine bar in goblet position.
Quadriceps,Barbell,Landmine Goblet Lateral Lunge,A lateral lunge holding end of landmine bar in goblet position.,,"('Quadriceps', 'Barbell', 'Landmine Goblet Lateral Lunge', 'A lateral lunge holding end of landmine bar in goblet position.'),",,,,,,,,,,,,,,,,,,,429,10,1,Landmine Goblet Lateral Lunge,A lateral lunge holding end of landmine bar in goblet position.
Quadriceps,Barbell,Landmine Lateral Lunge,A side lunge using landmine for resistance and movement guidance.,,"('Quadriceps', 'Barbell', 'Landmine Lateral Lunge', 'A side lunge using landmine for resistance and movement guidance.'),",,,,,,,,,,,,,,,,,,,430,10,1,Landmine Lateral Lunge,A side lunge using landmine for resistance and movement guidance.
Quadriceps,Barbell,Landmine Lunge,A forward lunge using landmine for resistance and stability.,,"('Quadriceps', 'Barbell', 'Landmine Lunge', 'A forward lunge using landmine for resistance and stability.'),",,,,,,,,,,,,,,,,,,,431,10,1,Landmine Lunge,A forward lunge using landmine for resistance and stability.
